mp3_path,scaled_subsonic_energy,duration_seconds
"/Users/nicholasbennett/Music/DJ Collection/Dj Streaks - S₮₹€₾₭S (big cheesin-') - Edit.mp3",323.62,183.91
"/Users/nicholasbennett/Music/DJ Collection/Truncate - Structure.mp3",396.01,289.57
"/Users/nicholasbennett/Music/DJ Collection/Villager - Rave Bender.mp3",298.56,217.99
"/Users/nicholasbennett/Music/DJ Collection/Kryptogram - L.U.V..mp3",273.95,154.00
"/Users/nicholasbennett/Music/DJ Collection/KTHA1 - all mine..mp3",628.62,94.65
"/Users/nicholasbennett/Music/DJ Collection/Jimmy Bianchi - Nonsense.mp3",440.06,110.94
"/Users/nicholasbennett/Music/DJ Collection/No_4mat - 1992.mp3",184.88,343.31
"/Users/nicholasbennett/Music/DJ Collection/Beautiful Chorus - Darling.mp3",0.03,180.00
"/Users/nicholasbennett/Music/DJ Collection/piri - on & on.mp3",502.74,135.39
"/Users/nicholasbennett/Music/DJ Collection/RobyNight - Sferica.mp3",41.07,66.01
"/Users/nicholasbennett/Music/DJ Collection/Two Fingers - Orange.mp3",421.79,235.84
"/Users/nicholasbennett/Music/DJ Collection/DJ Sliink - All My Ladies.mp3",1138.05,73.50
"/Users/nicholasbennett/Music/DJ Collection/Bennett - Vois sur ton chemin.mp3",578.36,178.16
"/Users/nicholasbennett/Music/DJ Collection/Turk Turkelton - Tear It Up.mp3",124.57,279.00
"/Users/nicholasbennett/Music/DJ Collection/Ark Patrol - Fiend.mp3",90.25,219.95
"/Users/nicholasbennett/Music/DJ Collection/JeV - change of plans.mp3",144.89,121.85
"/Users/nicholasbennett/Music/DJ Collection/Mall Grab - Workout.mp3",278.45,327.89
"/Users/nicholasbennett/Music/DJ Collection/Kettama - As You Were.mp3",135.61,453.28
"/Users/nicholasbennett/Music/DJ Collection/Marc Rebillet - I Need You.mp3",250.26,178.34
"/Users/nicholasbennett/Music/DJ Collection/Deee-Lite - Groove Is in the Heart.mp3",90.44,234.17
"/Users/nicholasbennett/Music/DJ Collection/Tekknő - ilomilo tekkno (sped up).mp3",408.55,113.68
"/Users/nicholasbennett/Music/DJ Collection/Beautiful Chorus - The Waves We Give.mp3",7.34,250.82
"/Users/nicholasbennett/Music/DJ Collection/TEABOY - All The Things She Said.mp3",1044.93,164.33
"/Users/nicholasbennett/Music/DJ Collection/dracodraco - freefall.mp3",551.54,115.46
"/Users/nicholasbennett/Music/DJ Collection/Mousse T. - Horny.mp3",174.61,187.85
"/Users/nicholasbennett/Music/DJ Collection/MEMBA - Stand Off.mp3",237.44,204.80
"/Users/nicholasbennett/Music/DJ Collection/Mitch Geist - cute.mp3",287.83,152.42
"/Users/nicholasbennett/Music/DJ Collection/Alex G - Treehouse.mp3",109.04,158.80
"/Users/nicholasbennett/Music/DJ Collection/Alarico - Lost in Lima.mp3",505.07,317.79
"/Users/nicholasbennett/Music/DJ Collection/Plattenlieferant - Big Booty Hoe.mp3",174.08,237.02
"/Users/nicholasbennett/Music/DJ Collection/Digitus - You Got The Light.mp3",278.87,440.30
"/Users/nicholasbennett/Music/DJ Collection/Skylinedreams - Crazy Horses.mp3",715.96,70.87
"/Users/nicholasbennett/Music/DJ Collection/Billen Ted - People Ain-'t Dancing (feat. Kah-Lo).mp3",408.54,154.86
"/Users/nicholasbennett/Music/DJ Collection/DJ Tray - I Tote (Jersey Club).mp3",1475.95,116.82
"/Users/nicholasbennett/Music/DJ Collection/Beautiful Chorus - Beautiful Energy.mp3",0.67,161.79
"/Users/nicholasbennett/Music/DJ Collection/ANSBRO - Bamboleo.mp3",304.33,297.54
"/Users/nicholasbennett/Music/DJ Collection/April - 54321.mp3",310.48,199.63
"/Users/nicholasbennett/Music/DJ Collection/Golda - NsfW.mp3",259.96,224.18
"/Users/nicholasbennett/Music/DJ Collection/melan - The Crone.mp3",82.44,176.17
"/Users/nicholasbennett/Music/DJ Collection/Peachkka - Protection II.mp3",833.45,103.10
"/Users/nicholasbennett/Music/DJ Collection/Miloslava - No Problem.mp3",743.11,107.47
"/Users/nicholasbennett/Music/DJ Collection/Sammy Virji - Moonlight.mp3",218.62,346.03
"/Users/nicholasbennett/Music/DJ Collection/Franck - Catch Me.mp3",465.88,342.48
"/Users/nicholasbennett/Music/DJ Collection/Devault - HEAVEN-'S GATES (feat. Izzy Camina).mp3",263.24,188.57
"/Users/nicholasbennett/Music/DJ Collection/Gayathri Krishnan - 444.mp3",186.08,160.81
"/Users/nicholasbennett/Music/DJ Collection/OSHUN - Blessings on Blessings.mp3",714.34,186.02
"/Users/nicholasbennett/Music/DJ Collection/DanTroniX - Fiction Dream (Extended Mix).mp3",250.36,236.80
"/Users/nicholasbennett/Music/DJ Collection/The Chronics - Over The Summer.mp3",275.75,354.17
"/Users/nicholasbennett/Music/DJ Collection/Nikitch - Oussala.mp3",389.17,156.93
"/Users/nicholasbennett/Music/DJ Collection/Rema - Calm Down.mp3",157.17,219.81
"/Users/nicholasbennett/Music/DJ Collection/salute - Peach VIP.mp3",122.77,345.80
"/Users/nicholasbennett/Music/DJ Collection/Marc Rebillet - Make a Choice.mp3",207.32,179.10
"/Users/nicholasbennett/Music/DJ Collection/Forest Swords - Crow (DJ-Kicks).mp3",87.34,214.15
"/Users/nicholasbennett/Music/DJ Collection/Vermeer - Wolpertinger.mp3",383.59,345.60
"/Users/nicholasbennett/Music/DJ Collection/LilC4 - Get Off My Body.mp3",217.70,137.09
"/Users/nicholasbennett/Music/DJ Collection/Zeltak - Acid Opera.mp3",300.86,329.36
"/Users/nicholasbennett/Music/DJ Collection/Lowbroz - Who R U.mp3",272.24,252.82
"/Users/nicholasbennett/Music/DJ Collection/Mr. Jools - Couldn-'t Love You More.mp3",148.28,385.02
"/Users/nicholasbennett/Music/DJ Collection/The Chronics - S2S (Skin To Skin).mp3",318.36,345.00
"/Users/nicholasbennett/Music/DJ Collection/Technotronic - Pump Up The Jam.mp3",44.05,320.31
"/Users/nicholasbennett/Music/DJ Collection/666uba - Wash and Set.mp3",246.52,245.26
"/Users/nicholasbennett/Music/DJ Collection/Lil Uzi Vert - Original Uzi (4 of Us).mp3",622.36,166.77
"/Users/nicholasbennett/Music/DJ Collection/Skin On Skin - Burn Dem Bridges.mp3",471.16,175.68
"/Users/nicholasbennett/Music/DJ Collection/LIZZY JEFF - Goddess Code.mp3",105.98,318.56
"/Users/nicholasbennett/Music/DJ Collection/Dj. Great - Closerr.mp3",618.07,126.17
"/Users/nicholasbennett/Music/DJ Collection/Idris Muhammad - Could Heaven Ever Be Like This.mp3",388.83,221.20
"/Users/nicholasbennett/Music/DJ Collection/Dj Taye - Burnin Ya Boa.mp3",307.59,210.26
"/Users/nicholasbennett/Music/DJ Collection/mietze conte - bunnybunnybunny.mp3",1493.08,88.04
"/Users/nicholasbennett/Music/DJ Collection/Peachkka - Cre888 (feat. Shariya Wise).mp3",820.24,195.69
"/Users/nicholasbennett/Music/DJ Collection/Stef Mendesidis - Magma.mp3",319.29,349.93
"/Users/nicholasbennett/Music/DJ Collection/Montée - Sans Fin.mp3",230.20,172.28
"/Users/nicholasbennett/Music/DJ Collection/FendiDa Rappa - Munch.mp3",327.93,102.43
"/Users/nicholasbennett/Music/DJ Collection/Gorgon City - Biggest Regret.mp3",373.50,230.61
"/Users/nicholasbennett/Music/DJ Collection/Rick and Morty - The Flu Hatin-' Rap.mp3",367.51,113.18
"/Users/nicholasbennett/Music/DJ Collection/MCR-T - My Little White Pony.mp3",59.48,299.52
"/Users/nicholasbennett/Music/DJ Collection/Sango - Benue State.mp3",221.92,143.53
"/Users/nicholasbennett/Music/DJ Collection/Black Box - Everybody Everybody.mp3",71.74,247.00
"/Users/nicholasbennett/Music/DJ Collection/The Bug - Poison Dart.mp3",249.59,374.41
"/Users/nicholasbennett/Music/DJ Collection/mischluft - Burnin.mp3",396.07,242.80
"/Users/nicholasbennett/Music/DJ Collection/Tchami - Adieu.mp3",147.19,413.33
"/Users/nicholasbennett/Music/DJ Collection/DM90 - Posing For Flex.mp3",809.18,117.42
"/Users/nicholasbennett/Music/DJ Collection/Ice Spice - Princess Diana.mp3",449.36,172.13
"/Users/nicholasbennett/Music/DJ Collection/Donny Hathaway - I Know It-'s You.mp3",8.91,310.28
"/Users/nicholasbennett/Music/DJ Collection/Bread Beatz - Love Game - slowed.mp3",2032.54,112.76
"/Users/nicholasbennett/Music/DJ Collection/Jlz - Disposição.mp3",432.32,144.41
"/Users/nicholasbennett/Music/DJ Collection/Swimming Paul - Skrt.mp3",444.99,182.00
"/Users/nicholasbennett/Music/DJ Collection/DM 90 - Miami Walk.mp3",1230.09,127.60
"/Users/nicholasbennett/Music/DJ Collection/Kenji Hina - The City Rulez.mp3",330.97,294.63
"/Users/nicholasbennett/Music/DJ Collection/VTSS - Make You Scream.mp3",306.30,164.11
"/Users/nicholasbennett/Music/DJ Collection/Danny Brown - I Will.mp3",304.55,195.54
"/Users/nicholasbennett/Music/DJ Collection/Ase Manual - Lawdaa Mercy.mp3",334.65,320.00
"/Users/nicholasbennett/Music/DJ Collection/DeBarge - I Like It.mp3",37.98,279.40
"/Users/nicholasbennett/Music/DJ Collection/Dax J - Passing Clouds.mp3",368.87,321.41
"/Users/nicholasbennett/Music/DJ Collection/Some Guest - Materialist.mp3",186.77,306.59
"/Users/nicholasbennett/Music/DJ Collection/Xinobi - Far Away Place.mp3",284.40,259.15
"/Users/nicholasbennett/Music/DJ Collection/Eliza Rose - Pleasure Peak.mp3",241.88,200.83
"/Users/nicholasbennett/Music/DJ Collection/Unknown T - Goodums - Sammy Virji Remix.mp3",361.26,184.36
"/Users/nicholasbennett/Music/DJ Collection/Robotaki - The Possibility of a Dream Coming True.mp3",493.45,146.77
"/Users/nicholasbennett/Music/DJ Collection/Facesoul - Love.mp3",123.35,168.01
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/Gnomen - Conga Jam.mp3",353.08,297.18
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/KVLR - You freaky!.mp3",293.03,363.66
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/JXXXO - Groove Street.mp3",323.46,305.96
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/Chlär - Beat the Clock.mp3",228.81,351.00
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/Tino Trøster - Bizkit.mp3",392.26,265.35
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/Same O - Wet Poetry.mp3",317.83,333.91
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/Lucas Boston - Industry Bootleg.mp3",113.53,375.80
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/Morelia - Tunnelvision - Original Mix.mp3",330.36,306.21
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/ENNIO - Don't Stop - Gimme More.mp3",418.50,320.42
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/Ben Prophet - Siberia.mp3",412.02,199.19
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/The Chronics - Nightfall Pulse - DJ SWISHERMAN Remix.mp3",334.97,307.63
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/DJ SWISHERMAN - DRINK N SMOKE.mp3",406.86,244.98
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/Danny Wabbit - Go Get Some People.mp3",362.65,281.67
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/DJ SWISHERMAN, BEADS - STEP TO THE RHYTHM.mp3",504.44,263.66
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/Danny Wabbit - When Giraffes Fly.mp3",328.77,293.35
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/Frederic. - Funk Right.mp3",430.87,285.01
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/Funk Assault - Screenshot of Compliment.mp3",279.78,311.67
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/Fred again.., Dermot Kennedy - Dermot (see yourself in my eyes).mp3",194.76,228.87
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/DUTY PAID - That's Hot!.mp3",320.22,334.35
"/Users/nicholasbennett/Music/DJ Collection/mixsisterbdayplusone/DJ Physical - I'm A Legend In This Shit.mp3",201.47,346.81
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/KUSS - Artificial Serenity.mp3",228.03,336.00
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/Lacchesi, Mac Declos, François X - Pink.mp3",249.39,286.27
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/Alarico - Carnal Fever.mp3",257.60,327.30
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/Beau Didier - For Those Who Like To Groove - Frederic. Remix.mp3",376.07,296.32
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/CRAVO - SL4.mp3",649.22,321.12
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/Disguised - Ace up the Sleeve.mp3",188.09,326.67
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/BAUGRUPPE90 - Feb 50.mp3",339.66,290.24
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/KUSS - Escape.mp3",375.51,273.87
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/West Code - That Civic Has A Laptop.mp3",376.26,289.33
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/Danny Wabbit - Colors.mp3",331.58,288.98
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/Govnah - 2 THICK.mp3",465.60,225.10
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/Rove Ranger, David Löhlein - La Playa (feat. Sofia).mp3",488.33,247.07
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/APHØTIC - Thalassophobia.mp3",192.32,337.37
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/Regent - Delta Hyve.mp3",322.11,309.18
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/Gnomen - Dry Rhythm.mp3",242.43,385.72
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/Warnung - Aha.mp3",266.64,312.99
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/Tomaz & Filterheadz - Sunshine - Funk Assault Remix.mp3",244.50,356.16
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/Ferdinger - Real Power - Annē Remix.mp3",208.78,295.46
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/ANNĒ - Trinity.mp3",251.80,344.90
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/Danny Wabbit - Solace.mp3",287.82,321.68
"/Users/nicholasbennett/Music/DJ Collection/carstereovolume30techno/David Löhlein - Facelift.mp3",297.09,338.30
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Alex G, Emily Yacina - Treehouse.mp3",98.21,158.81
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Liv East - Freak.mp3",205.20,149.34
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Mall Grab - What Do I Do.mp3",176.73,309.58
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Phantogram - Black Out Days - Subtronics Remix.mp3",219.72,208.48
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/bad tuner, Hailes - caught up.mp3",195.70,253.41
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Gaston Fiore - Chidori.mp3",324.51,352.98
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Antigone - Bahia.mp3",202.59,308.12
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/El Alfa - Chu Chu Pamela.mp3",554.77,177.22
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Subtronics, Rezz - Black Ice.mp3",259.40,260.00
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/ZONDAX - Shut Up.mp3",207.97,321.68
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Mason Jennings - I Love You And Buddha Too.mp3",209.61,134.43
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Jennifer Loveless - Pleasure - Original Vox Mix.mp3",145.12,403.55
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Mac Declos - Sacred geometry.mp3",356.26,281.20
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Ray Volpe - SONG REQUEST.mp3",377.08,204.93
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/DECAP - Yeah.mp3",316.74,192.00
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/DJ Dextro - Unbalance.mp3",486.96,241.29
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Shlømo - Brother - Schacke's Sis Remix.mp3",70.52,525.01
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/HØST - Calabria.mp3",60.18,203.81
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Coco & Breezy - I Am Free.mp3",362.04,222.40
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Odetari - GOOD LOYAL THOTS.mp3",1239.93,102.57
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Danny Wabbit - Go Get Some People.mp3",362.65,281.67
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Disco Lines, wes mills - shine.mp3",389.42,144.32
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Danny Wabbit - When Giraffes Fly.mp3",328.77,293.35
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/HAAi - Good Ol'Fashioned Rugs - Mixed.mp3",229.98,196.87
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Tred - Spook Sines.mp3",220.17,345.59
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Yanamaste - Au Revoir.mp3",241.08,337.66
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/wes mills - they can't hang.mp3",375.55,153.01
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/El Alfa, Darell, Noriel - 4K.mp3",239.74,201.51
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Ray Volpe - Laserbeam.mp3",512.13,221.62
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/1tbsp - Best of Me.mp3",366.90,262.44
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/wes mills - early days.mp3",350.10,138.03
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Coco & Breezy - Manifest.mp3",491.96,182.96
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Schacke - Met Her At The Herrensauna (Dj Ibon's Club Mix) - DJ Ibon's Club Mix.mp3",220.73,389.59
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/Jersey - Talk Tonight.mp3",217.61,272.96
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/DJ Physical - I'm A Legend In This Shit.mp3",201.47,346.81
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/projektbau, Scarlett Scarlett - Forgive the Mess.mp3",208.55,132.55
"/Users/nicholasbennett/Music/DJ Collection/myplaylist55/LDS - Punk Coding.mp3",258.07,297.45
"/Users/nicholasbennett/Music/DJ Collection/OPEN DECKS August 26 2024/CHARLI XCX - 365 (REMIX) (Live from Boiler Room).mp3",633.16,113.29
"/Users/nicholasbennett/Music/DJ Collection/OPEN DECKS August 26 2024/Charli XCX - Break The Rules (BRAVO Techno Remix).mp3",198.38,176.58
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/D.Dan - Sudan Sedan.mp3",220.90,328.53
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/AADJA - Falling In A Dream - D.Dan remix.mp3",306.59,273.54
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/Mac Declos - Glitching & Bubbling.mp3",180.32,410.19
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/KVLR, Yazmine - Noble.mp3",364.02,305.49
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/Indecorum - If I Die.mp3",529.96,193.01
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/WTCHCRFT - Wait!.mp3",507.63,229.31
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/Danny Wabbit - Don't F With My Energy.mp3",509.55,297.55
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/BEC - can't say we didn't try.mp3",201.79,316.29
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/DjRUM - Hard to Say.mp3",136.77,401.32
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/Latto - Big Mama.mp3",684.34,174.02
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/FJAAK - Gewerbe 15.mp3",411.87,278.02
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/Disco Lines - Baby Girl.mp3",573.47,111.09
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/Askkin, Hadone - Pap22.mp3",237.54,405.41
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/Introversion - Unmarried Old Man.mp3",272.04,411.12
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/Chris Liebing - And All Went Dark (feat. Polly Scattergood & Ralf Hildenbeutel).mp3",147.02,382.95
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/D.A.V.E. The Drummer - Hydraulix 09 A.mp3",131.64,510.76
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/Danny Wabbit - Go Get Some People.mp3",362.65,281.67
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/Danny Wabbit - Lost Soul.mp3",306.59,328.60
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/Stef de Haan - '•.¸♡Rock Ur Body♡¸.•'.mp3",216.65,340.32
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/DJ Physical - I'm A Legend In This Shit.mp3",201.65,346.82
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/Elise Massoni - Tourmaline.mp3",239.06,305.35
"/Users/nicholasbennett/Music/DJ Collection/bestbangers/Benjamin - 88 Back.mp3",616.22,159.02
"/Users/nicholasbennett/Music/DJ Collection/bratrave/Beau Didier - For Those Who Like To Groove - Frederic. Remix.mp3",376.07,296.32
"/Users/nicholasbennett/Music/DJ Collection/bratrave/Disguised - Ace up the Sleeve.mp3",188.09,326.67
"/Users/nicholasbennett/Music/DJ Collection/bratrave/West Code - That Civic Has A Laptop.mp3",376.26,289.33
"/Users/nicholasbennett/Music/DJ Collection/bratrave/Govnah - 2 THICK.mp3",465.60,225.10
"/Users/nicholasbennett/Music/DJ Collection/bratrave/Gaston Fiore - Sense Of Risk.mp3",245.96,432.02
"/Users/nicholasbennett/Music/DJ Collection/bratrave/Regent - Delta Hyve.mp3",322.11,309.18
"/Users/nicholasbennett/Music/DJ Collection/bratrave/Warnung - Aha.mp3",266.64,312.99
"/Users/nicholasbennett/Music/DJ Collection/bratrave/Tomaz & Filterheadz - Sunshine - Funk Assault Remix.mp3",244.50,356.16
"/Users/nicholasbennett/Music/DJ Collection/sacredsounds/Beautiful Chorus - Crown Chakra.mp3",0.02,266.74
"/Users/nicholasbennett/Music/DJ Collection/sacredsounds/Beautiful Chorus - Root Chakra.mp3",0.01,281.95
"/Users/nicholasbennett/Music/DJ Collection/sacredsounds/Beautiful Chorus - Heart Chakra.mp3",0.00,280.58
"/Users/nicholasbennett/Music/DJ Collection/sacredsounds/Singers of the Art of Living - Om Nama Shivaya.mp3",0.04,1893.83
"/Users/nicholasbennett/Music/DJ Collection/sacredsounds/Beautiful Chorus - Third Eye Chakra.mp3",0.01,334.52
"/Users/nicholasbennett/Music/DJ Collection/sacredsounds/Solfeggio Impulse, Spiritual Solfeggio Frequencies - 396 Hz Manifest Your Dreams.mp3",1.39,69.02
"/Users/nicholasbennett/Music/DJ Collection/sacredsounds/Dub Sutra - Minute of Monks.mp3",100.10,71.13
"/Users/nicholasbennett/Music/DJ Collection/sacredsounds/Beautiful Chorus - Sacral Chakra.mp3",0.02,253.27
"/Users/nicholasbennett/Music/DJ Collection/sacredsounds/Beautiful Chorus - Throat Chakra.mp3",0.01,273.52
"/Users/nicholasbennett/Music/DJ Collection/sacredsounds/Brainwave Lab - 639 Hz Pure Tone.mp3",0.00,41.97
"/Users/nicholasbennett/Music/DJ Collection/sacredsounds/Miracle Tones, Solfeggio Healing Frequencies MT - 639 Hz Heal Heart Chakra.mp3",8.75,151.01
"/Users/nicholasbennett/Music/DJ Collection/sacredsounds/Beautiful Chorus - Solar Plexus Chakra.mp3",0.00,252.92
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/FACESOUL - Give Thanks.mp3",422.40,204.93
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Gayathri Krishnan - Arunachala.mp3",383.26,68.56
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Ebony Jenae - Grateful.mp3",140.00,201.61
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Ayla Nereo - It's Okay.mp3",3.92,199.01
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/AURORA - The River.mp3",179.34,217.86
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/MC YOGI - Breathe Deep (feat. East Forest).mp3",222.63,189.65
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Chrome Sparks - You Are Love.mp3",463.53,148.27
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/John Pattern, Equanimous, Ruby Chase - You'll Find The Way.mp3",13.70,272.01
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/OSHUN - Me.mp3",205.83,197.47
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Beautiful Chorus - Bless Up.mp3",196.16,164.01
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Maneesh de Moor - The All Seeing Eye.mp3",23.85,463.83
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Nate Traveller - Tenderness Kindness.mp3",724.75,103.29
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Snatam Kaur - Long Time Sun.mp3",11.00,161.37
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/James Tillman - Keep Rising (Audiotree Live Version).mp3",15.72,274.41
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Beautiful Chorus - Darling (Expanded).mp3",119.99,160.88
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Jhené Aiko - alive & well (gratitude mantra).mp3",0.04,634.52
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Beautiful Chorus - I Rise Up.mp3",0.34,327.85
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Trevor Hall - You Can't Rush Your Healing.mp3",8.14,351.89
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Wildlight, The Polish Ambassador, Ayla Nereo - Grace, Fully.mp3",54.58,319.98
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Beautiful Chorus - I Release.mp3",1.39,423.10
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Ayla Nereo - Take It Slow.mp3",14.93,186.56
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Mayyadda - Holding Space.mp3",0.02,66.44
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Alexia Chellun - Trust.mp3",3.20,312.32
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/David Lurey, Mirjam - Angel Heart.mp3",17.20,269.94
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Ayla Nereo - Rest, Child.mp3",0.25,127.42
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Fred again.., Obongjayar - adore u.mp3",152.90,220.67
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Kumea Sound - Spring Melody.mp3",70.09,158.86
