mp3_path,scaled_subsonic_energy,duration_seconds
"/Users/nicholasbennett/Music/DJ Collection/711bangers/THIRD WIFE - Easy.mp3",110.12,484.53
"/Users/nicholasbennett/Music/DJ Collection/711bangers/David Löhlein - Pégate Más.mp3",463.73,213.80
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Eats Everything - Space Raiders - Charlotte de Witte Remix.mp3",247.53,438.72
"/Users/nicholasbennett/Music/DJ Collection/711bangers/L Ʌ V Σ N - I Thought You Were Real.mp3",147.88,391.06
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Nina Kraviz - Hace Ejercicios.mp3",270.35,460.81
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Franck - Ass Track.mp3",191.24,371.97
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Pussy Riot, Alice Glass - Chastity (Boys Noize Club Mix).mp3",406.70,253.74
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Lucas Boston - RWTB.mp3",267.93,370.52
"/Users/nicholasbennett/Music/DJ Collection/711bangers/BEC - can't say we didn't try.mp3",201.66,316.29
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Dan Snazelle - headcase bombay.mp3",191.12,340.50
"/Users/nicholasbennett/Music/DJ Collection/711bangers/mischluft - imma.mp3",260.45,245.20
"/Users/nicholasbennett/Music/DJ Collection/711bangers/peachlyfe - Creeper.mp3",389.98,297.39
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Clouds - Vyperskin.mp3",399.75,329.50
"/Users/nicholasbennett/Music/DJ Collection/711bangers/David Löhlein - Bad Bitch.mp3",123.97,285.50
"/Users/nicholasbennett/Music/DJ Collection/711bangers/DjRUM - Hard to Say.mp3",136.61,401.30
"/Users/nicholasbennett/Music/DJ Collection/711bangers/[KRTM] - Purple Fucking Head - Original Mix.mp3",261.07,342.03
"/Users/nicholasbennett/Music/DJ Collection/711bangers/FJAAK - Gewerbe 15.mp3",411.36,278.00
"/Users/nicholasbennett/Music/DJ Collection/711bangers/blk. - Enter The Dragon.mp3",131.50,315.22
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Altinbas - Reshape.mp3",527.45,279.15
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Nina Kraviz - tarde - nina kraviz psy mix.mp3",278.43,488.50
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Charlotte de Witte - Selected.mp3",169.77,482.83
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Effy, Mall Grab - iluv.mp3",282.79,257.80
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Sara Landry, Godtripper - Chaos Magicka.mp3",270.32,428.59
"/Users/nicholasbennett/Music/DJ Collection/711bangers/David Löhlein - Altai - Rove Ranger Remix.mp3",130.25,399.36
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Chris Liebing - And All Went Dark (feat. Polly Scattergood & Ralf Hildenbeutel).mp3",146.93,382.94
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Wave Corners - Even Mike - Dissolver Remix.mp3",252.90,335.44
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Arthur Robert - Rising.mp3",260.98,290.59
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Yan Cook - Skyhigh.mp3",245.23,336.00
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Mark Broom - Real Bad - Original Mix.mp3",383.55,246.03
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Binary Digit - Late Night Seq.mp3",113.93,327.88
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Binary Digit - B4 (Summer Tape III).mp3",72.93,249.53
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Mac Declos - Sacred geometry.mp3",356.26,281.20
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Anna Moreau, Anetha - 05h33 (Adagio, Piano Sonata No. 14, 'Moonlight') - Beethoven Remixed.mp3",184.04,379.77
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Charlotte de Witte - Kuda.mp3",285.57,401.54
"/Users/nicholasbennett/Music/DJ Collection/711bangers/DJ Europarking, Dollkraut - 20inch Chrome.mp3",352.25,308.60
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Perc, Gazelle Twin - Look What Your Love Has Done To Me.mp3",218.39,442.29
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Insolate - Chichende.mp3",172.42,320.54
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Bad Boombox, MC Yung Lil - y u look so hawt.mp3",367.91,262.90
"/Users/nicholasbennett/Music/DJ Collection/711bangers/François X - The Wonderlightskin Condition.mp3",438.57,306.30
"/Users/nicholasbennett/Music/DJ Collection/711bangers/DJ HEARTSTRING, southstar - Don't Stop.mp3",304.25,196.92
"/Users/nicholasbennett/Music/DJ Collection/711bangers/KH - Looking at Your Pager.mp3",163.87,174.42
"/Users/nicholasbennett/Music/DJ Collection/711bangers/DJ Gigola - Stream State.mp3",268.07,364.46
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Sara Landry - No Sleep.mp3",483.33,351.67
"/Users/nicholasbennett/Music/DJ Collection/711bangers/F Theory - Stfugtfo.mp3",483.57,278.17
"/Users/nicholasbennett/Music/DJ Collection/711bangers/BAUGRUPPE90 - Feedback.mp3",324.43,376.00
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Jacky Ickx, CARGO - Move Ya.mp3",300.01,253.93
"/Users/nicholasbennett/Music/DJ Collection/711bangers/ABSL, Anetha - Elles.mp3",152.99,469.93
"/Users/nicholasbennett/Music/DJ Collection/711bangers/D.A.V.E. The Drummer - Hydraulix 09 A.mp3",131.65,510.75
"/Users/nicholasbennett/Music/DJ Collection/711bangers/DJ HEARTSTRING - Lost In Emotion.mp3",187.00,333.52
"/Users/nicholasbennett/Music/DJ Collection/711bangers/_r00t_ - Myriad.mp3",312.07,328.61
"/Users/nicholasbennett/Music/DJ Collection/711bangers/DJ Tool - So Different.mp3",324.99,330.05
"/Users/nicholasbennett/Music/DJ Collection/711bangers/THIRD WIFE - 1989.mp3",128.29,458.23
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Gaston Fiore - Watch Me.mp3",332.82,232.87
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Rico Nasty, Boys Noize - Arintintin.mp3",451.20,148.53
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Benjamin Damage - Whaa.mp3",311.63,363.32
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Danny Wabbit - Lost Soul.mp3",306.77,328.58
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Isabelle Beaucamp - Worst Poisons Taste the Sweetest.mp3",305.38,377.81
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Plastikman, Richie Hawtin - Helikopter (Remastered).mp3",73.34,390.29
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Nico Moreno - She Is Corrupted.mp3",204.39,349.13
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Ryuji Takeuchi - Una Vida Mejor.mp3",89.28,362.88
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Indecorum - Sims 2000.mp3",319.49,244.00
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Lars Huismann - Loucura.mp3",258.41,305.57
"/Users/nicholasbennett/Music/DJ Collection/711bangers/ROBPM - Double Slap.mp3",227.77,329.10
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Bad Boombox, MC Yung Lil - Make It Wet.mp3",325.81,331.70
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Vel - You Taste Like Zaatar.mp3",517.49,242.02
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Indira Paganotto - Katana.mp3",301.21,308.13
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Schacke - Met Her At The Herrensauna (Dj Ibon's Club Mix) - DJ Ibon's Club Mix.mp3",220.39,389.59
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Dast (Italy) - Glorious.mp3",194.69,421.15
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Alpha Tracks - Arise.mp3",165.91,446.20
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Vanya Velin - fairy hunting.mp3",273.26,366.50
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Grindvik - Limits of Real (Colombia M.I.L.Y. 2019) - Mixed.mp3",172.74,253.00
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Elise Massoni - Tourmaline.mp3",238.92,305.35
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Fadi Mohem - Take Your Time.mp3",530.13,323.80
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Ocirala - Track for NIX.mp3",284.11,307.70
"/Users/nicholasbennett/Music/DJ Collection/711bangers/LDS - Punk Coding.mp3",258.07,297.45
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Fran LF - Enemy of the State.mp3",312.32,304.86
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Nathan Alexander - Move.mp3",161.56,448.40
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Dynamo City - One Night In Hackney.mp3",31.70,441.09
"/Users/nicholasbennett/Music/DJ Collection/Conscious/We Saw Lions - Brighter World.mp3",0.03,124.17
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Maijah - Magnetize (feat. Monita, Shariya Wise & Montana Janel) (Remix).mp3",301.63,175.57
"/Users/nicholasbennett/Music/DJ Collection/Conscious/OSHUN - Omgoddess.mp3",510.62,189.63
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Nvdes - The Goddess Way.mp3",429.93,120.94
"/Users/nicholasbennett/Music/DJ Collection/Conscious/XO1 - short reminder.mp3",1383.72,121.85
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Hana Ni - Life of a Lotus.mp3",135.84,252.68
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Beautiful Chorus - Bless Up.mp3",217.85,164.00
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Iniko - The King-'s Affirmation.mp3",204.33,159.34
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Yaeji - Happy.mp3",132.27,239.08
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Fr33sol - Fertile Soil (feat. Londrelle).mp3",67.21,280.66
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Liyah Dalani - Higher Self.mp3",26.98,192.00
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Ya Minko - DEBRIEFING.mp3",214.16,227.71
"/Users/nicholasbennett/Music/DJ Collection/Conscious/ByHaze - I Like Me.mp3",600.34,131.87
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Mayyadda - Human.mp3",226.78,140.16
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Lavva - Remember (The Path).mp3",336.25,136.45
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Mello Will - I Love Me Some Me.mp3",127.11,131.52
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Kettama - Feeling Emotions.mp3",315.16,197.65
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Londrelle - Love Is Free.mp3",222.43,167.00
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Claraty - Sunny Day.mp3",203.67,198.46
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Beautiful Chorus - Success (Expanded).mp3",61.94,157.87
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Tony22 - starseed.mp3",85.45,247.38
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Patrick Haize - True You.mp3",365.21,205.71
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Kumea Sound - Spring Melody.mp3",77.84,158.84
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Tanerélle - Starseed.mp3",322.52,202.94
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Tyla Jane - energy.mp3",73.93,200.43
"/Users/nicholasbennett/Music/DJ Collection/Conscious/John Pattern - Peace of Mind.mp3",251.36,138.00
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Beautiful Chorus - Success.mp3",0.20,82.92
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Chris-n-Teeb - Prouda Myself.mp3",946.76,90.81
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Peachkka - I Know Who Eye Am.mp3",950.74,82.34
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Beautiful Chorus - The Palace.mp3",97.66,121.91
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Bahamadia - Pep Talk.mp3",55.73,296.83
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Aryeé The Gem - Spring.mp3",348.72,197.85
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Londrelle - Love on Your Body.mp3",192.62,232.50
"/Users/nicholasbennett/Music/DJ Collection/Conscious/LIZZY JEFF - NEW LVLS (feat. Londrelle).mp3",298.27,246.86
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Akira Ræ - Free Flow.mp3",188.48,154.79
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Jayson Lyric - Self Love.mp3",108.77,159.23
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Lukis Mac - Love Is the Medicine.mp3",223.51,200.48
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Monita - Calling Back My Power.mp3",157.38,126.00
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Tish Hyman - Lucky - GC PRESENTS Evergreen.mp3",7.62,107.48
"/Users/nicholasbennett/Music/DJ Collection/Conscious/India.Arie - I Am Light.mp3",47.01,223.77
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Sierra Marin - Starlight.mp3",168.13,183.00
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Peachkka - Protection.mp3",638.84,154.43
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Blake McGrath - Love Myself.mp3",255.63,224.68
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Elaine Kristal - I Am.mp3",159.72,154.20
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Misha - Vibrations (feat. Janelle Mack).mp3",300.92,185.68
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Rissa Vibes - ASCENSION.mp3",194.46,182.94
"/Users/nicholasbennett/Music/DJ Collection/Conscious/LIZZY JEFF - Knowledge of Self (feat. Sauce God & Aste Mari).mp3",123.02,223.30
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Sunshine Reigns - how good can it get.mp3",27.84,240.60
"/Users/nicholasbennett/Music/DJ Collection/Conscious/ThBenj - Optimistic.mp3",134.95,85.55
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Spiritual Tony - Free Spirit.mp3",386.47,144.04
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Maijah - Magnetize.mp3",237.98,175.57
"/Users/nicholasbennett/Music/DJ Collection/Conscious/S7iEGE - Leafing.mp3",128.14,153.24
"/Users/nicholasbennett/Music/DJ Collection/Conscious/melan - Own True Lover.mp3",477.01,161.21
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Chris-n-Teeb - Wake Up.mp3",350.63,148.15
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Akira Ræ - Free Flow (Monologue).mp3",0.21,120.00
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Ayah The Light - Good Vibes.mp3",244.85,201.53
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Londrelle - Flow State.mp3",101.62,206.22
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Dossé-Via - Eclipse.mp3",95.15,236.83
"/Users/nicholasbennett/Music/DJ Collection/Conscious/LIZZY JEFF - Expansion (feat. Geminelle).mp3",41.33,291.06
"/Users/nicholasbennett/Music/DJ Collection/Conscious/AHSIA - Soul N Me.mp3",123.89,187.92
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Rissa Vibes - Set Me Free.mp3",144.60,160.50
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Wax Tailor - Searchin.mp3",272.29,184.76
"/Users/nicholasbennett/Music/DJ Collection/Conscious/Fr33sol - The Journey (feat. Aura Da Prophet).mp3",270.15,232.57
"/Users/nicholasbennett/Music/DJ Collection/Conscious/melan - FULL MOON.mp3",104.26,193.20
"/Users/nicholasbennett/Music/DJ Collection/python_hole/Daryn Steytler - Hardware 1.mp3",300.54,335.65
"/Users/nicholasbennett/Music/DJ Collection/python_hole/Ignez - Lightworker.mp3",336.97,354.32
"/Users/nicholasbennett/Music/DJ Collection/python_hole/Tronex - Infinite Sun.mp3",193.80,200.49
"/Users/nicholasbennett/Music/DJ Collection/python_hole/Exos - Chicat.mp3",319.02,296.32
"/Users/nicholasbennett/Music/DJ Collection/python_hole/Regent - Encoder.mp3",312.12,305.00
"/Users/nicholasbennett/Music/DJ Collection/python_hole/JXXXO, Juan Pablo Vivas - Tool 9 - Sinistermind Remix.mp3",359.51,323.84
"/Users/nicholasbennett/Music/DJ Collection/python_hole/Romanal - No Proposal - Radio Edit.mp3",550.14,137.15
"/Users/nicholasbennett/Music/DJ Collection/python_hole/Auxiliaries, Kristoph Galland, Hi Lander - Nordic City.mp3",591.71,201.03
"/Users/nicholasbennett/Music/DJ Collection/python_hole/Exos - Voices of Volcano.mp3",398.87,290.93
"/Users/nicholasbennett/Music/DJ Collection/python_hole/Funk Assault - Corporate Cages.mp3",693.42,252.09
"/Users/nicholasbennett/Music/DJ Collection/python_hole/Exos - Mocoa Beats.mp3",470.03,294.30
"/Users/nicholasbennett/Music/DJ Collection/python_hole/DJ Dextro - Motivo 1.mp3",515.53,332.59
"/Users/nicholasbennett/Music/DJ Collection/python_hole/Regent - Ivory Mask.mp3",275.29,365.21
"/Users/nicholasbennett/Music/DJ Collection/python_hole/Ignez - Tavisupali.mp3",276.99,325.48
"/Users/nicholasbennett/Music/DJ Collection/python_hole/KYMRS - Sativa.mp3",312.02,261.75
"/Users/nicholasbennett/Music/DJ Collection/python_hole/Funk Assault - Virtual Hideouts.mp3",589.28,253.34
"/Users/nicholasbennett/Music/DJ Collection/python_hole/Dunes of Dawn - HOT.mp3",192.12,230.58
"/Users/nicholasbennett/Music/DJ Collection/python_hole/Altinbas, Cirkle - Time in Motion.mp3",158.27,350.42
"/Users/nicholasbennett/Music/DJ Collection/python_hole/Cirkle - Quantum Shift.mp3",298.74,357.74
"/Users/nicholasbennett/Music/DJ Collection/python_hole/Regent - Brickyard.mp3",329.16,309.35
